MoMo更新,#genre#
深圳卫视SD,http://218.81.49.34:10010/rtp/233.18.204.146:5140
北京卫视SD,http://218.81.49.34:10010/rtp/233.18.204.210:5140
北京卫视SD,http://218.81.49.34:10010/rtp/233.18.204.118:5140
山东卫视SD,http://218.81.49.34:10010/rtp/233.18.204.125:5140
天津卫视SD,http://218.81.49.34:10010/rtp/233.18.204.129:5140
贵州卫视SD,http://218.81.49.34:10010/rtp/233.18.204.144:5140
四川卫视SD,http://218.81.49.34:10010/rtp/233.18.204.124:5140
云南卫视SD,http://218.81.49.34:10010/rtp/233.18.204.136:5140
广西卫视SD,http://218.81.49.34:10010/rtp/233.18.204.123:5140
黑龙江卫视SD,http://218.81.49.34:10010/rtp/233.18.204.139:5140
安徽卫视SD,http://218.81.49.34:10010/rtp/233.18.204.127:5140
山西卫视SD,http://218.81.49.34:10010/rtp/233.18.204.132:5140
江西卫视SD,http://218.81.49.34:10010/rtp/233.18.204.130:5140
湖北卫视SD,http://218.81.49.34:10010/rtp/233.18.204.142:5140
旅游卫视SD,http://218.81.49.34:10010/rtp/233.18.204.122:5140
陕西卫视SD,http://218.81.49.34:10010/rtp/233.18.204.135:5140
东南卫视SD,http://218.81.49.34:10010/rtp/233.18.204.128:5140
吉林卫视SD,http://218.81.49.34:10010/rtp/233.18.204.131:5140
辽宁卫视SD,http://218.81.49.34:10010/rtp/233.18.204.126:5140
内蒙古卫视SD,http://218.81.49.34:10010/rtp/233.18.204.141:5140
湖南卫视SD,http://218.81.49.34:10010/rtp/233.18.204.119:5140
广东卫视SD,http://218.81.49.34:10010/rtp/233.18.204.138:5140
河南卫视SD,http://218.81.49.34:10010/rtp/233.18.204.145:5140
河北卫视SD,http://218.81.49.34:10010/rtp/233.18.204.140:5140
宁夏卫视SD,http://218.81.49.34:10010/rtp/233.18.204.117:5140
甘肃卫视SD,http://218.81.49.34:10010/rtp/233.18.204.137:5140
青海卫视SD,http://218.81.49.34:10010/rtp/233.18.204.133:5140
新疆卫视SD,http://218.81.49.34:10010/rtp/233.18.204.147:5140
西藏卫视SD,http://218.81.49.34:10010/rtp/233.18.204.134:5140
兵团卫视SD,http://218.81.49.34:10010/rtp/233.18.204.148:5140
三沙卫视SD,http://218.81.49.34:10010/rtp/233.18.204.149:5140
延边卫视SD,http://218.81.49.34:10010/rtp/233.18.204.155:5140
金鹰卡通SD,http://218.81.49.34:10010/rtp/233.18.204.150:5140
嘉佳卡通SD,http://218.81.49.34:10010/rtp/233.18.204.151:5140
哈哈炫动SD,http://218.81.49.34:10010/rtp/233.18.204.7:5140
卡酷少儿SD,http://218.81.49.34:10010/rtp/233.18.204.152:5140
上海都市SD,http://218.81.49.34:10010/rtp/233.18.204.2:5140
东方影视SD,http://218.81.49.34:10010/rtp/233.18.204.4:5140
上海教育SD,http://218.81.49.34:10010/rtp/233.18.204.11:5140
第一财经SD,http://218.81.49.34:10010/rtp/233.18.204.5:5140
五星体育SD,http://218.81.49.34:10010/rtp/233.18.204.6:5140
财富天下SD,http://218.81.49.34:10010/rtp/233.18.204.41:5140
上海新闻综合SD,http://218.81.49.34:10010/rtp/233.18.204.189:5140
家庭理财SD,http://218.81.49.34:10010/rtp/233.18.204.157:5140
未知节目SD,http://218.81.49.34:10010/rtp/233.18.204.203:5140
渐江卫视SD,http://218.81.49.34:10010/rtp/233.18.204.121:5140

CCTV1HD,http://58.37.29.210:9001/rtp/233.18.204.168:5140
CCTV1HD,http://58.37.29.210:9001/rtp/233.18.204.52:5140
CCTV2HD,http://58.37.29.210:9001/rtp/233.18.204.68:5140
CCTV3HD,http://58.37.29.210:9001/rtp/233.18.204.69:5140
CCTV4HD,http://58.37.29.210:9001/rtp/233.18.204.70:5140
CCTV5HD,http://58.37.29.210:9001/rtp/233.18.204.71:5140
CCTV5+HD,http://58.37.29.210:9001/rtp/233.18.204.67:5140
CCTV6HD,http://58.37.29.210:9001/rtp/233.18.204.72:5140
CCTV7HD,http://58.37.29.210:9001/rtp/233.18.204.73:5140
CCTV8HD,http://58.37.29.210:9001/rtp/233.18.204.74:5140
CCTV9HD,http://58.37.29.210:9001/rtp/233.18.204.75:5140
CCTV10HD,http://58.37.29.210:9001/rtp/233.18.204.76:5140
CCTV11HD,http://58.37.29.210:9001/rtp/233.18.204.77:5140
CCTV12HD,http://58.37.29.210:9001/rtp/233.18.204.78:5140
CCTV13HD,http://58.37.29.210:9001/rtp/233.18.204.79:5140
CCTV14HD,http://58.37.29.210:9001/rtp/233.18.204.80:5140
CCTV15HD,http://58.37.29.210:9001/rtp/233.18.204.81:5140
CCTV16HD,http://58.37.29.210:9001/rtp/233.18.204.82:5140
CCTV17HD,http://58.37.29.210:9001/rtp/233.18.204.83:5140
CETV1HD,http://58.37.29.210:9001/rtp/233.18.204.98:5140
CETV4HD,http://58.37.29.210:9001/rtp/233.18.204.111:5140
CETV早期教育HD,http://58.37.29.210:9001/rtp/233.18.204.187:5140
CHC影迷电影HD,http://58.37.29.210:9001/rtp/233.18.204.175:5140
CHC家庭影院HD,http://58.37.29.210:9001/rtp/233.18.204.173:5140
CHC动作电影HD,http://58.37.29.210:9001/rtp/233.18.204.174:5140
第一剧场HD,http://58.37.29.210:9001/rtp/233.18.204.184:5140
风云剧场HD,http://58.37.29.210:9001/rtp/233.18.204.183:5140
风云足球HD,http://58.37.29.210:9001/rtp/233.18.204.176:5140
风云音乐HD,http://58.37.29.210:9001/rtp/233.18.204.185:5140
世界地理HD,http://58.37.29.210:9001/rtp/233.18.204.179:5140
怀旧剧场HD,http://58.37.29.210:9001/rtp/233.18.204.182:5140
兵器科技HD,http://58.37.29.210:9001/rtp/233.18.204.178:5140
女性时尚HD,http://58.37.29.210:9001/rtp/233.18.204.180:5140
高尔夫网球HD,http://58.37.29.210:9001/rtp/233.18.204.181:5140
央视台球HD,http://58.37.29.210:9001/rtp/233.18.204.177:5140
法治天地HD,http://58.37.29.210:9001/rtp/233.18.204.49:5140
游戏风云HD,http://58.37.29.210:9001/rtp/233.18.204.44:5140
茶频道HD,http://58.37.29.210:9001/rtp/233.18.204.43:5140
金色学堂HD,http://58.37.29.210:9001/rtp/233.18.204.66:5140
金鹰纪实HD,http://58.37.29.210:9001/rtp/233.18.204.104:5140
快乐垂钓HD,http://58.37.29.210:9001/rtp/233.18.204.42:5140
生活时尚HD,http://58.37.29.210:9001/rtp/233.18.204.45:5140
乐游HD,http://58.37.29.210:9001/rtp/233.18.204.47:5140
动漫秀场HD,http://58.37.29.210:9001/rtp/233.18.204.46:5140
动漫秀场HD,http://58.37.29.210:9001/rtp/233.18.204.54:5140
重庆卫视HD,http://58.37.29.210:9001/rtp/233.18.204.100:5140
江苏卫视HD,http://58.37.29.210:9001/rtp/233.18.204.85:5140
浙江卫视HD,http://58.37.29.210:9001/rtp/233.18.204.84:5140
东方卫视HD,http://58.37.29.210:9001/rtp/233.18.204.51:5140
深圳卫视HD,http://58.37.29.210:9001/rtp/233.18.204.89:5140
北京卫视HD,http://58.37.29.210:9001/rtp/233.18.204.87:5140
山东卫视HD,http://58.37.29.210:9001/rtp/233.18.204.91:5140
天津卫视HD,http://58.37.29.210:9001/rtp/233.18.204.97:5140
贵州卫视HD,http://58.37.29.210:9001/rtp/233.18.204.101:5140
云南卫视HD,http://58.37.29.210:9001/rtp/233.18.204.106:5140
广西卫视HD,http://58.37.29.210:9001/rtp/233.18.204.107:5140
黑龙江卫视HD,http://58.37.29.210:9001/rtp/233.18.204.90:5140
安徽卫视HD,http://58.37.29.210:9001/rtp/233.18.204.93:5140
山西卫视HD,http://58.37.29.210:9001/rtp/233.18.204.211:5140
江西卫视HD,http://58.37.29.210:9001/rtp/233.18.204.95:5140
湖北卫视HD,http://58.37.29.210:9001/rtp/233.18.204.92:5140
旅游卫视HD,http://58.37.29.210:9001/rtp/233.18.204.102:5140
陕西卫视HD,http://58.37.29.210:9001/rtp/233.18.204.223:5140
东南卫视HD,http://58.37.29.210:9001/rtp/233.18.204.94:5140
吉林卫视HD,http://58.37.29.210:9001/rtp/233.18.204.108:5140
辽宁卫视HD,http://58.37.29.210:9001/rtp/233.18.204.96:5140
内蒙古卫视HD,http://58.37.29.210:9001/rtp/233.18.204.217:5140
湖南卫视HD,http://58.37.29.210:9001/rtp/233.18.204.86:5140
广东卫视HD,http://58.37.29.210:9001/rtp/233.18.204.88:5140
河南卫视HD,http://58.37.29.210:9001/rtp/233.18.204.105:5140
河北卫视HD,http://58.37.29.210:9001/rtp/233.18.204.103:5140
宁夏卫视HD,http://58.37.29.210:9001/rtp/233.18.204.230:5140
甘肃卫视HD,http://58.37.29.210:9001/rtp/233.18.204.110:5140
青海卫视HD,http://58.37.29.210:9001/rtp/233.18.204.112:5140
新疆卫视HD,http://58.37.29.210:9001/rtp/233.18.204.220:5140
西藏卫视HD,http://58.37.29.210:9001/rtp/233.18.204.222:5140
兵团卫视HD,http://58.37.29.210:9001/rtp/233.18.204.221:5140
三沙卫视HD,http://58.37.29.210:9001/rtp/233.18.204.172:5140
金鹰卡通HD,http://58.37.29.210:9001/rtp/233.18.204.113:5140
卡酷少儿HD,http://58.37.29.210:9001/rtp/233.18.204.109:5140
上海都市HD,http://58.37.29.210:9001/rtp/233.18.204.53:5140
上海教育HD,http://58.37.29.210:9001/rtp/233.18.204.63:5140
第一财经HD,http://58.37.29.210:9001/rtp/233.18.204.65:5140
第一财经HD,http://58.37.29.210:9001/rtp/233.18.204.59:5140
五星体育HD,http://58.37.29.210:9001/rtp/233.18.204.58:5140
都市剧场HD,http://58.37.29.210:9001/rtp/233.18.204.48:5140
欢笑剧场HD,http://58.37.29.210:9001/rtp/233.18.204.50:5140
欢笑剧场HD,http://58.37.29.210:9001/rtp/233.18.204.55:5140
财富天下HD,http://58.37.29.210:9001/rtp/233.18.204.231:5140
BesTV电影介绍HD,http://58.37.29.210:9001/rtp/233.18.204.116:5140
上海新闻综合HD,http://58.37.29.210:9001/rtp/233.18.204.57:5140
文化精品HD,http://58.37.29.210:9001/rtp/233.18.204.186:5140
未知节目HD,http://58.37.29.210:9001/rtp/233.18.204.202:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.158:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.159:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.160:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.161:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.162:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.163:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.164:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.165:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.166:5140
百事通画面HD,http://58.37.29.210:9001/rtp/233.18.204.167:5140
CCTV1SD,http://58.37.29.210:9001/rtp/233.18.204.20:5140
CCTV2SD,http://58.37.29.210:9001/rtp/233.18.204.21:5140
CCTV3SD,http://58.37.29.210:9001/rtp/233.18.204.22:5140
CCTV4SD,http://58.37.29.210:9001/rtp/233.18.204.23:5140
CCTV5SD,http://58.37.29.210:9001/rtp/233.18.204.24:5140
CCTV6SD,http://58.37.29.210:9001/rtp/233.18.204.25:5140
CCTV7SD,http://58.37.29.210:9001/rtp/233.18.204.26:5140
CCTV8SD,http://58.37.29.210:9001/rtp/233.18.204.27:5140
CCTV9SD,http://58.37.29.210:9001/rtp/233.18.204.40:5140
CCTV10SD,http://58.37.29.210:9001/rtp/233.18.204.29:5140
CCTV11SD,http://58.37.29.210:9001/rtp/233.18.204.30:5140
CCTV12SD,http://58.37.29.210:9001/rtp/233.18.204.31:5140
CCTV13SD,http://58.37.29.210:9001/rtp/233.18.204.32:5140
CCTV14SD,http://58.37.29.210:9001/rtp/233.18.204.33:5140
CCTV15SD,http://58.37.29.210:9001/rtp/233.18.204.34:5140
CCTV17SD,http://58.37.29.210:9001/rtp/233.18.204.35:5140
CETV1SD,http://58.37.29.210:9001/rtp/233.18.204.153:5140
CETV2SD,http://58.37.29.210:9001/rtp/233.18.204.154:5140
CGTNSD,http://58.37.29.210:9001/rtp/233.18.204.28:5140
法治天地SD,http://58.37.29.210:9001/rtp/233.18.204.12:5140
游戏风云SD,http://58.37.29.210:9001/rtp/233.18.204.13:5140
金色学堂SD,http://58.37.29.210:9001/rtp/233.18.204.14:5140
重庆卫视SD,http://58.37.29.210:9001/rtp/233.18.204.143:5140
江苏卫视SD,http://58.37.29.210:9001/rtp/233.18.204.120:5140
东方卫视SD,http://58.37.29.210:9001/rtp/233.18.204.1:5140
深圳卫视SD,http://58.37.29.210:9001/rtp/233.18.204.146:5140
北京卫视SD,http://58.37.29.210:9001/rtp/233.18.204.210:5140
北京卫视SD,http://58.37.29.210:9001/rtp/233.18.204.118:5140
山东卫视SD,http://58.37.29.210:9001/rtp/233.18.204.125:5140
天津卫视SD,http://58.37.29.210:9001/rtp/233.18.204.129:5140
贵州卫视SD,http://58.37.29.210:9001/rtp/233.18.204.144:5140
四川卫视SD,http://58.37.29.210:9001/rtp/233.18.204.124:5140
云南卫视SD,http://58.37.29.210:9001/rtp/233.18.204.136:5140
广西卫视SD,http://58.37.29.210:9001/rtp/233.18.204.123:5140
黑龙江卫视SD,http://58.37.29.210:9001/rtp/233.18.204.139:5140
安徽卫视SD,http://58.37.29.210:9001/rtp/233.18.204.127:5140
山西卫视SD,http://58.37.29.210:9001/rtp/233.18.204.132:5140
江西卫视SD,http://58.37.29.210:9001/rtp/233.18.204.130:5140
湖北卫视SD,http://58.37.29.210:9001/rtp/233.18.204.142:5140
旅游卫视SD,http://58.37.29.210:9001/rtp/233.18.204.122:5140
陕西卫视SD,http://58.37.29.210:9001/rtp/233.18.204.135:5140
东南卫视SD,http://58.37.29.210:9001/rtp/233.18.204.128:5140
吉林卫视SD,http://58.37.29.210:9001/rtp/233.18.204.131:5140
辽宁卫视SD,http://58.37.29.210:9001/rtp/233.18.204.126:5140
内蒙古卫视SD,http://58.37.29.210:9001/rtp/233.18.204.141:5140
湖南卫视SD,http://58.37.29.210:9001/rtp/233.18.204.119:5140
广东卫视SD,http://58.37.29.210:9001/rtp/233.18.204.138:5140
河南卫视SD,http://58.37.29.210:9001/rtp/233.18.204.145:5140
河北卫视SD,http://58.37.29.210:9001/rtp/233.18.204.140:5140
宁夏卫视SD,http://58.37.29.210:9001/rtp/233.18.204.117:5140
甘肃卫视SD,http://58.37.29.210:9001/rtp/233.18.204.137:5140
青海卫视SD,http://58.37.29.210:9001/rtp/233.18.204.133:5140
新疆卫视SD,http://58.37.29.210:9001/rtp/233.18.204.147:5140
西藏卫视SD,http://58.37.29.210:9001/rtp/233.18.204.134:5140
兵团卫视SD,http://58.37.29.210:9001/rtp/233.18.204.148:5140
三沙卫视SD,http://58.37.29.210:9001/rtp/233.18.204.149:5140
延边卫视SD,http://58.37.29.210:9001/rtp/233.18.204.155:5140
金鹰卡通SD,http://58.37.29.210:9001/rtp/233.18.204.150:5140
嘉佳卡通SD,http://58.37.29.210:9001/rtp/233.18.204.151:5140
哈哈炫动SD,http://58.37.29.210:9001/rtp/233.18.204.7:5140
卡酷少儿SD,http://58.37.29.210:9001/rtp/233.18.204.152:5140
上海都市SD,http://58.37.29.210:9001/rtp/233.18.204.2:5140
东方影视SD,http://58.37.29.210:9001/rtp/233.18.204.4:5140
上海教育SD,http://58.37.29.210:9001/rtp/233.18.204.11:5140
第一财经SD,http://58.37.29.210:9001/rtp/233.18.204.5:5140
五星体育SD,http://58.37.29.210:9001/rtp/233.18.204.6:5140
财富天下SD,http://58.37.29.210:9001/rtp/233.18.204.41:5140
上海新闻综合SD,http://58.37.29.210:9001/rtp/233.18.204.189:5140
家庭理财SD,http://58.37.29.210:9001/rtp/233.18.204.157:5140
未知节目SD,http://58.37.29.210:9001/rtp/233.18.204.203:5140
渐江卫视SD,http://58.37.29.210:9001/rtp/233.18.204.121:5140

四川移动,#genre#
CCTV1,http://183.220.20.17:4321/rtp/239.11.0.65:5140
CCTV2,http://183.220.20.17:4321/rtp/239.11.0.108:5140
CCTV3,http://183.220.20.17:4321/rtp/239.11.0.101:5140
CCTV4,http://183.220.20.17:4321/rtp/239.11.0.109:5140
CCTV5,http://183.220.20.17:4321/rtp/239.11.0.100:5140
CCTV6,http://183.220.20.17:4321/rtp/239.11.0.102:5140
CCTV7,http://183.220.20.17:4321/rtp/239.11.0.110:5140
CCTV8,http://183.220.20.17:4321/rtp/239.11.0.103:5140
CCTV9,http://183.220.20.17:4321/rtp/239.11.0.111:5140
CCTV10,http://183.220.20.17:4321/rtp/239.11.0.112:5140
CCTV11,http://183.220.20.17:4321/rtp/239.11.0.22:5140
CCTV12,http://183.220.20.17:4321/rtp/239.11.0.113:5140
CCTV13,http://183.220.20.17:4321/rtp/239.11.0.24:5140
CCTV14,http://183.220.20.17:4321/rtp/239.11.0.114:5140
CCTV15,http://183.220.20.17:4321/rtp/239.11.0.26:5140
CGTN,http://183.220.20.17:4321/rtp/239.11.0.138:5140
CCTV17,http://183.220.20.17:4321/rtp/239.11.0.107:5140
湖南卫视,http://183.220.20.17:4321/rtp/239.11.0.119:5140
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140
北京卫视,http://183.220.20.17:4321/rtp/239.11.0.121:5140
江西卫视,http://183.220.20.17:4321/rtp/239.11.0.42:5140
广东卫视,http://183.220.20.17:4321/rtp/239.11.0.115:5140
深圳卫视,http://183.220.20.17:4321/rtp/239.11.0.71:5140
东方卫视,http://183.220.20.17:4321/rtp/239.11.0.68:5140
海南卫视,http://183.220.20.17:4321/rtp/239.11.0.193:5140
天津卫视,http://183.220.20.17:4321/rtp/239.11.0.123:5140
重庆卫视,http://183.220.20.17:4321/rtp/239.11.0.116:5140
辽宁卫视,http://183.220.20.17:4321/rtp/239.11.0.118:5140
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140
广西卫视,http://183.220.20.17:4321/rtp/239.11.0.48:5140
河北卫视,http://183.220.20.17:4321/rtp/239.11.0.31:5140
山西卫视,http://183.220.20.17:4321/rtp/239.11.0.32:5140
陕西卫视,http://183.220.20.17:4321/rtp/239.11.0.54:5140
贵州卫视,http://183.220.20.17:4321/rtp/239.11.0.51:5140
湖北卫视,http://183.220.20.17:4321/rtp/239.11.0.74:5140
青海卫视,http://183.220.20.17:4321/rtp/239.11.0.56:5140
河南卫视,http://183.220.20.17:4321/rtp/239.11.0.44:5140
山东卫视,http://183.220.20.17:4321/rtp/239.11.0.73:5140
安徽卫视,http://183.220.20.17:4321/rtp/239.11.0.117:5140
宁夏卫视,http://183.220.20.17:4321/rtp/239.11.0.57:5140
甘肃卫视,http://183.220.20.17:4321/rtp/239.11.0.55:5140
西藏卫视,http://183.220.20.17:4321/rtp/239.11.0.53:5140
内蒙古卫视,http://183.220.20.17:4321/rtp/239.11.0.33:5140
吉林卫视,http://183.220.20.17:4321/rtp/239.11.0.35:5140
新疆卫视,http://183.220.20.17:4321/rtp/239.11.0.58:5140
兵团卫视,http://183.220.20.17:4321/rtp/239.11.0.204:5140
云南卫视,http://183.220.20.17:4321/rtp/239.11.0.52:5140
黑龙江卫视,http://183.220.20.17:4321/rtp/239.11.0.36:5140
金鹰卡通,http://183.220.20.17:4321/rtp/239.11.0.127:5140
卡酷少儿,http://183.220.20.17:4321/rtp/239.11.0.129:5140
嘉佳卡通,http://183.220.20.17:4321/rtp/239.11.0.203:5140
优漫卡通,http://183.220.20.17:4321/rtp/239.11.0.63:5140
哈哈炫动,http://183.220.20.17:4321/rtp/239.11.0.64:5140
卡通动画,http://183.220.20.17:4321/rtp/239.11.0.181:5140
金色童年,http://183.220.20.17:4321/rtp/239.11.0.182:5140
优视影院,http://183.220.20.17:4321/rtp/239.11.0.172:5140
经典影视,http://183.220.20.17:4321/rtp/239.11.0.173:5140
热播剧场,http://183.220.20.17:4321/rtp/239.11.0.171:5140
古装剧场,http://183.220.20.17:4321/rtp/239.11.0.141:5140
动作电影,http://183.220.20.17:4321/rtp/239.11.0.142:5140
军旅剧场,http://183.220.20.17:4321/rtp/239.11.0.143:5140
惊悚悬疑,http://183.220.20.17:4321/rtp/239.11.0.144:5140
热播精选,http://183.220.20.17:4321/rtp/239.11.0.145:5140
武博世界,http://183.220.20.17:4321/rtp/239.11.0.146:5140
精品综合,http://183.220.20.17:4321/rtp/239.11.0.147:5140
爱情喜剧,http://183.220.20.17:4321/rtp/239.11.0.149:5140
精品大剧,http://183.220.20.17:4321/rtp/239.11.0.150:5140
中国功夫,http://183.220.20.17:4321/rtp/239.11.0.151:5140
金牌综艺,http://183.220.20.17:4321/rtp/239.11.0.152:5140
军事评论,http://183.220.20.17:4321/rtp/239.11.0.136:5140
舞蹈世界,http://183.220.20.17:4321/rtp/239.11.0.174:5140
电影天地,http://183.220.20.17:4321/rtp/239.11.0.177:5140
经典剧场,http://183.220.20.17:4321/rtp/239.11.0.178:5140
家庭影院,http://183.220.20.17:4321/rtp/239.11.0.179:5140
第一电影,http://183.220.20.17:4321/rtp/239.11.0.180:5140
文化教育,http://183.220.20.17:4321/rtp/239.11.0.183:5140
风云体育,http://183.220.20.17:4321/rtp/239.11.0.184:5140
时尚音乐,http://183.220.20.17:4321/rtp/239.11.0.188:5140
测试,http://183.220.20.17:4321/rtp/239.11.0.120:5140
看电影,http://183.220.20.17:4321/rtp/239.11.0.191:5140
CETV1,http://183.220.20.17:4321/rtp/239.11.0.139:5140
CETV2,http://183.220.20.17:4321/rtp/239.11.0.246:5140
CETV3,http://183.220.20.17:4321/rtp/239.11.0.247:5140
CETV4,http://183.220.20.17:4321/rtp/239.11.0.248:5140

CCTV1,http://183.222.15.202:4321/rtp/239.11.0.65:5140
CCTV2,http://183.222.15.202:4321/rtp/239.11.0.108:5140
CCTV3,http://183.222.15.202:4321/rtp/239.11.0.101:5140
CCTV4,http://183.222.15.202:4321/rtp/239.11.0.109:5140
CCTV5,http://183.222.15.202:4321/rtp/239.11.0.100:5140
CCTV6,http://183.222.15.202:4321/rtp/239.11.0.102:5140
CCTV7,http://183.222.15.202:4321/rtp/239.11.0.110:5140
CCTV8,http://183.222.15.202:4321/rtp/239.11.0.103:5140
CCTV9,http://183.222.15.202:4321/rtp/239.11.0.111:5140
CCTV10,http://183.222.15.202:4321/rtp/239.11.0.112:5140
CCTV11,http://183.222.15.202:4321/rtp/239.11.0.22:5140
CCTV12,http://183.222.15.202:4321/rtp/239.11.0.113:5140
CCTV13,http://183.222.15.202:4321/rtp/239.11.0.24:5140
CCTV14,http://183.222.15.202:4321/rtp/239.11.0.114:5140
CCTV15,http://183.222.15.202:4321/rtp/239.11.0.26:5140
CGTN,http://183.222.15.202:4321/rtp/239.11.0.138:5140
CCTV17,http://183.222.15.202:4321/rtp/239.11.0.107:5140
湖南卫视,http://183.222.15.202:4321/rtp/239.11.0.119:5140
浙江卫视,http://183.222.15.202:4321/rtp/239.11.0.70:5140
江苏卫视,http://183.222.15.202:4321/rtp/239.11.0.76:5140
北京卫视,http://183.222.15.202:4321/rtp/239.11.0.121:5140
江西卫视,http://183.222.15.202:4321/rtp/239.11.0.42:5140
广东卫视,http://183.222.15.202:4321/rtp/239.11.0.115:5140
深圳卫视,http://183.222.15.202:4321/rtp/239.11.0.71:5140
东方卫视,http://183.222.15.202:4321/rtp/239.11.0.68:5140
海南卫视,http://183.222.15.202:4321/rtp/239.11.0.193:5140
天津卫视,http://183.222.15.202:4321/rtp/239.11.0.123:5140
重庆卫视,http://183.222.15.202:4321/rtp/239.11.0.116:5140
辽宁卫视,http://183.222.15.202:4321/rtp/239.11.0.118:5140
东南卫视,http://183.222.15.202:4321/rtp/239.11.0.41:5140
广西卫视,http://183.222.15.202:4321/rtp/239.11.0.48:5140
河北卫视,http://183.222.15.202:4321/rtp/239.11.0.31:5140
山西卫视,http://183.222.15.202:4321/rtp/239.11.0.32:5140
陕西卫视,http://183.222.15.202:4321/rtp/239.11.0.54:5140
贵州卫视,http://183.222.15.202:4321/rtp/239.11.0.51:5140
湖北卫视,http://183.222.15.202:4321/rtp/239.11.0.74:5140
青海卫视,http://183.222.15.202:4321/rtp/239.11.0.56:5140
